Price,Area,Location,bhk,Lift,Parking,price_per_sqft
16000000,950,Jogeshwari West,2,1,1,16842.105263157893
18500000,950,Jogeshwari West,2,1,0,19473.684210526317
11500000,635,Jogeshwari West,1,0,0,18110.23622047244
28000000,1500,Jogeshwari West,3,1,0,18666.666666666668
14500000,1050,Jogeshwari West,2,1,0,13809.52380952381
14500000,1050,Jogeshwari West,2,0,0,13809.52380952381
8500000,500,Jogeshwari West,1,1,0,17000.0
24500000,1350,Jogeshwari West,3,0,0,18148.14814814815
15500000,950,Jogeshwari West,2,0,0,16315.78947368421
12000000,750,Jogeshwari West,1,1,0,16000.0
15000000,800,Jogeshwari West,2,1,0,18750.0
13000000,750,Jogeshwari West,1,1,0,17333.333333333332
13000000,750,Jogeshwari West,1,0,0,17333.333333333332
13000000,880,Jogeshwari West,2,1,0,14772.727272727272
16500000,1100,Jogeshwari West,2,1,1,15000.0
60100000,1435,Juhu,3,1,1,41881.533101045294
80000000,2000,Juhu,4,1,1,40000.0
60000000,1634,Juhu,3,1,1,36719.70624235006
27000000,872,Juhu,1,1,1,30963.302752293577
70000000,1527,Juhu,3,1,1,45841.519318925995
120000000,3049,Juhu,5,1,1,39357.16628402755
52500000,1800,Juhu,3,1,0,29166.666666666668
180000000,5460,Juhu,4,1,0,32967.03296703297
45000000,1250,Juhu,3,1,0,36000.0
85000000,1800,Juhu,3,1,0,47222.22222222222
67500000,1800,Juhu,3,1,0,37500.0
120000000,2570,Juhu,3,1,0,46692.60700389105
140000000,4320,Juhu,4,1,0,32407.40740740741
35000000,1080,Juhu,2,1,0,32407.40740740741
100000000,2040,Juhu,4,0,0,49019.60784313725
35000000,864,Juhu,2,1,0,40509.25925925926
50000000,1020,Juhu,2,0,0,49019.60784313725
50000000,1020,Juhu,2,1,0,49019.60784313725
52100000,1104,Juhu,3,1,1,47192.02898550725
105000000,2800,Juhu,4,1,0,37500.0
55000000,1500,Juhu,3,0,0,36666.666666666664
55000000,1500,Juhu,3,1,0,36666.666666666664
40000000,790,Juhu,2,1,0,50632.91139240506
60000000,1500,Juhu,3,1,1,40000.0
23200000,600,Juhu,1,1,0,38666.666666666664
40000000,950,Juhu,3,1,0,42105.26315789474
15000000,2150,Kalamboli,3,1,1,6976.7441860465115
5900000,725,Kalamboli,1,1,0,8137.931034482759
4600000,650,Kalamboli,1,1,0,7076.923076923077
6700000,925,Kalamboli,2,1,1,7243.243243243243
24000000,3050,Kalamboli,5,1,1,7868.852459016393
11500000,1330,Kalamboli,2,1,1,8646.616541353384
7500000,650,Kalwa,1,0,1,11538.461538461539
5500000,600,Kalwa,1,1,1,9166.666666666666
5500000,580,Kalwa,1,1,1,9482.758620689656
5600000,630,Kalwa,1,1,1,8888.888888888889
6000000,620,Kalwa,1,1,1,9677.41935483871
9500000,1056,Kalwa,2,1,1,8996.212121212122
5300000,560,Kalwa,1,0,1,9464.285714285714
9250000,770,Kalwa,2,0,1,12012.987012987012
8500000,1000,Kalwa,2,1,1,8500.0
8323999,1051,Kalwa,2,1,0,7920.075166508088
20000000,2500,Kalwa,5,1,0,8000.0
6500000,580,Kalwa,1,0,0,11206.896551724138
6500000,720,Kalwa,1,0,0,9027.777777777777
5200000,500,Kalwa,1,1,0,10400.0
6500000,620,Kalwa,1,1,0,10483.870967741936
6500000,660,Kalwa,1,1,0,9848.484848484848
5500000,680,Kalwa,1,1,0,8088.235294117647
5700000,657,Kalwa,1,1,0,8675.79908675799
9200000,1000,Kalwa,2,1,0,9200.0
5500000,620,Kalwa,1,1,0,8870.967741935483
4700000,478,Kalwa,1,1,0,9832.635983263599
6000000,680,Kalwa,1,1,0,8823.529411764706
8000000,850,Kalwa,2,0,0,9411.764705882353
5500000,565,Kalwa,1,0,0,9734.513274336283
3000000,330,Kalwa,1,0,0,9090.90909090909
3600000,575,Kalyan,1,1,0,6260.869565217391
3985000,670,Kalyan,1,1,1,5947.761194029851
3500000,550,Kalyan East,1,1,1,6363.636363636364
4800000,855,Kalyan East,2,1,0,5614.035087719299
3300000,600,Kalyan East,1,1,0,5500.0
6900000,1060,Kalyan East,2,1,1,6509.433962264151
7150000,1060,Kalyan East,2,1,1,6745.2830188679245
7000000,1060,Kalyan East,2,1,1,6603.773584905661
7200000,1060,Kalyan East,2,1,0,6792.452830188679
7000000,950,Kalyan West,2,0,0,7368.421052631579
7500000,1220,Kalyan West,3,0,0,6147.540983606557
7600000,1127,Kalyan West,2,1,1,6743.566992014197
6800000,1065,Kalyan West,2,1,1,6384.976525821597
5600000,1000,Kalyan West,3,0,0,5600.0
4400000,600,Kalyan West,2,1,1,7333.333333333333
4800000,610,Kalyan West,2,1,1,7868.852459016393
4380000,610,Kalyan West,2,0,1,7180.327868852459
4380000,610,Kalyan West,2,1,1,7180.327868852459
5060000,650,Kalyan West,2,1,1,7784.615384615385
3500000,450,Kalyan West,1,0,1,7777.777777777777
2700000,410,Kalyan West,1,1,1,6585.365853658536
3500000,565,Kalyan West,1,1,1,6194.690265486725
5500000,980,Kalyan West,2,1,0,5612.244897959184
3890000,650,Kalyan West,1,1,0,5984.615384615385
7700000,999,Kalyan West,2,1,1,7707.707707707707
4700000,695,Kalyan West,1,1,1,6762.589928057554
4700000,695,Kalyan West,1,1,1,6762.589928057554
6900000,1130,Kalyan West,2,1,0,6106.194690265486
5500000,800,Kalyan West,2,1,1,6875.0
4200000,655,Kalyan West,1,1,1,6412.213740458015
6800000,900,Kalyan West,2,1,0,7555.555555555556
4300000,657,Kalyan West,1,1,0,6544.90106544901
4100000,640,Kalyan West,1,1,1,6406.25
10000000,1300,Kalyan West,3,1,0,7692.307692307692
6299000,759,Kalyan West,1,1,0,8299.077733860342
4200000,685,Kalyan West,1,1,0,6131.386861313868
5300000,695,Kalyan West,1,1,0,7625.89928057554
7500000,970,Kalyan West,2,1,0,7731.958762886598
7300000,970,Kalyan West,2,1,0,7525.773195876289
7600000,920,Kalyan West,2,1,1,8260.869565217392
4300000,635,Kalyan West,1,1,0,6771.653543307087
6000000,950,Kalyan West,2,1,0,6315.789473684211
6600000,975,Kalyan West,2,1,1,6769.2307692307695
5000000,625,Kalyan West,1,1,0,8000.0
8000000,955,Kalyan West,2,1,1,8376.96335078534
3599000,620,Kalyan West,1,1,1,5804.8387096774195
12000000,1560,Kalyan West,3,1,0,7692.307692307692
4000000,665,Kalyan West,1,0,0,6015.037593984963
4000000,665,Kalyan West,1,1,0,6015.037593984963
5500000,695,Kalyan West,1,1,1,7913.669064748202
3900000,695,Kalyan West,1,1,0,5611.510791366906
8000000,1140,Kalyan West,2,1,0,7017.543859649123
4500000,700,Kalyan West,1,1,1,6428.571428571428
8000000,1095,Kalyan West,2,1,0,7305.936073059361
9900000,1495,Kalyan West,3,1,0,6622.0735785953175
6000000,945,Kalyan West,2,1,0,6349.206349206349
2500000,421,Kalyan West,1,0,0,5938.242280285036
4500000,585,Kalyan West,1,1,0,7692.307692307692
3800000,595,Kalyan West,1,0,0,6386.55462184874
3500000,550,Kalyan West,1,1,0,6363.636363636364
5200000,880,Kalyan West,2,1,0,5909.090909090909
5200000,695,Kalyan West,1,1,1,7482.014388489209
4000000,665,Kalyan West,1,1,0,6015.037593984963
8300000,1120,Kalyan West,2,1,1,7410.714285714285
2350000,390,Kalyan West,1,0,0,6025.641025641025
2500000,390,Kalyan West,1,0,0,6410.25641025641
4000000,665,Kalyan West,1,1,0,6015.037593984963
4000000,665,Kalyan West,1,0,0,6015.037593984963
2350000,390,Kalyan West,1,0,0,6025.641025641025
9100000,1110,Kalyan West,2,1,1,8198.198198198199
5100000,760,Kalyan West,1,0,0,6710.526315789473
5100000,760,Kalyan West,1,1,0,6710.526315789473
9000000,1200,Kalyan West,2,1,0,7500.0
4600000,695,Kalyan West,1,0,0,6618.705035971223
4800000,800,Kalyan West,2,1,0,6000.0
3200000,580,Kalyan West,1,1,0,5517.241379310345
3200000,577,Kalyan West,1,1,0,5545.927209705373
3800000,650,Kalyan West,1,1,0,5846.153846153846
5675000,982,Kalyan West,2,1,0,5779.022403258656
5650000,1000,Kalyan West,2,1,0,5650.0
3200000,577,Kalyan West,1,1,0,5545.927209705373
3250000,585,Kalyan West,1,1,1,5555.555555555556
3550000,585,Kalyan West,1,1,1,6068.376068376068
6800000,966,Kalyan West,2,1,1,7039.337474120083
3599000,607,Kalyan West,1,1,0,5929.159802306425
3600000,605,Kalyan West,1,1,0,5950.413223140496
7700000,950,Kalyan West,2,1,0,8105.263157894737
3500000,607,Kalyan West,1,1,0,5766.062602965404
3450000,625,Kalyan West,1,1,1,5520.0
3550000,607,Kalyan West,1,1,1,5848.434925864909
4800000,800,Kalyan West,2,1,1,6000.0
8500000,1045,Kalyan West,2,1,1,8133.971291866029
8500000,1045,Kalyan West,2,1,1,8133.971291866029
3250000,600,Kalyan West,1,1,0,5416.666666666667
3250000,600,Kalyan West,1,1,0,5416.666666666667
4000000,565,Kalyan West,1,1,1,7079.646017699115
6000000,900,Kalyan West,2,1,0,6666.666666666667
6000000,900,Kalyan West,2,1,0,6666.666666666667
8500000,1050,Kalyan West,2,1,1,8095.238095238095
3200000,585,Kalyan West,1,1,0,5470.08547008547
7500000,1050,Kalyan West,2,1,0,7142.857142857143
5300000,933,Kalyan West,2,1,0,5680.600214362272
10200000,1500,Kalyan West,3,1,0,6800.0
3700000,607,Kalyan West,1,1,0,6095.551894563427
8500000,1115,Kalyan West,2,1,0,7623.318385650225
6200000,880,Kalyan West,2,1,0,7045.454545454545
4200000,635,Kalyan West,1,1,1,6614.173228346457
4600000,700,Kalyan West,1,1,1,6571.428571428572
7000000,947,Kalyan West,2,1,1,7391.763463569166
8500000,1300,Kalyan West,3,1,0,6538.461538461538
4000000,740,Kalyan West,1,0,0,5405.405405405405
4500000,735,Kalyan West,1,0,0,6122.448979591837
4500000,725,Kalyan West,1,1,0,6206.896551724138
5800000,868,Kalyan West,2,1,1,6682.027649769585
4400000,676,Kalyan West,1,1,1,6508.87573964497
7400000,977,Kalyan West,2,1,0,7574.206755373592
4000000,720,Kalyan West,1,1,1,5555.555555555556
4300000,595,Kalyan West,1,1,1,7226.890756302521
3200000,390,Kalyan West,1,1,0,8205.128205128205
11000000,1545,Kalyan West,3,1,1,7119.741100323625
2300000,350,Kalyan West,1,1,0,6571.428571428572
3900000,650,Kalyan West,1,1,0,6000.0
4200000,555,Kalyan West,1,1,0,7567.5675675675675
5599000,950,Kalyan West,2,1,0,5893.684210526316
5200000,950,Kalyan West,2,1,0,5473.684210526316
7998999,1060,Kalyan West,2,1,0,7546.225471698113
3300000,600,Kalyan West,1,1,0,5500.0
6000000,982,Kalyan West,2,1,0,6109.979633401222
5299000,860,Kalyan West,2,1,1,6161.627906976744
10100000,1431,Kalyan West,3,1,1,7058.001397624039
7998999,1080,Kalyan West,2,1,0,7406.480555555556
3300000,607,Kalyan West,1,1,0,5436.5733113673805
3999000,688,Kalyan West,1,1,0,5812.5
4999000,768,Kalyan West,1,1,0,6509.114583333333
4499000,810,Kalyan West,2,1,1,5554.320987654321
4099000,565,Kalyan West,1,1,1,7254.867256637168
3699000,650,Kalyan West,1,1,0,5690.7692307692305
4200000,650,Kalyan West,1,1,1,6461.538461538462
4500000,810,Kalyan West,2,1,1,5555.555555555556
4100000,650,Kalyan West,1,0,0,6307.692307692308
4100000,650,Kalyan West,1,1,0,6307.692307692308
6300000,964,Kalyan West,2,1,0,6535.269709543569
4999000,750,Kalyan West,1,1,0,6665.333333333333
3250000,600,Kalyan West,1,1,0,5416.666666666667
5500000,966,Kalyan West,2,1,1,5693.581780538302
4250000,635,Kalyan West,1,1,0,6692.913385826771
4000000,620,Kamothe,1,1,1,6451.612903225807
6400000,980,Kamothe,2,1,1,6530.6122448979595
6900000,950,Kamothe,2,1,1,7263.1578947368425
5425000,619,Kamothe,1,1,1,8764.135702746365
5700000,710,Kamothe,1,0,1,8028.169014084507
7100000,887,Kamothe,2,1,1,8004.509582863585
7800000,1005,Kamothe,2,1,1,7761.194029850746
5900000,950,Kamothe,2,1,1,6210.526315789473
5000000,650,Kamothe,1,1,1,7692.307692307692
4050000,638,Kamothe,1,1,1,6347.962382445141
5050000,675,Kamothe,2,0,1,7481.481481481482
6800000,1006,Kamothe,2,1,1,6759.4433399602385
3000000,420,Kamothe,1,1,1,7142.857142857143
5200000,850,Kamothe,1,1,1,6117.64705882353
6700000,1005,Kamothe,2,1,1,6666.666666666667
6900000,900,Kamothe,2,1,1,7666.666666666667
7950000,940,Kamothe,2,1,1,8457.446808510638
5460000,620,Kamothe,1,1,1,8806.451612903225
4950000,650,Kamothe,2,1,1,7615.384615384615
7000000,1000,Kamothe,2,1,1,7000.0
8575000,1100,Kamothe,2,1,1,7795.454545454545
4800000,600,Kamothe,1,1,1,8000.0
7900000,940,Kamothe,2,1,1,8404.255319148937
8725000,1175,Kamothe,2,1,1,7425.531914893617
6500000,1255,Kamothe,2,1,1,5179.282868525896
9350000,1236,Kamothe,2,0,1,7564.724919093851
10000000,1700,Kamothe,3,1,1,5882.35294117647
7000000,1003,Kamothe,2,1,1,6979.062811565304
5800000,1000,Kamothe,2,1,1,5800.0
4800000,653,Kamothe,1,0,1,7350.689127105667
11000000,1575,Kamothe,3,0,1,6984.126984126984
8500000,1089,Kamothe,2,0,1,7805.325987144169
6200000,900,Kamothe,2,0,1,6888.888888888889
7900000,1065,Kamothe,2,0,1,7417.840375586855
4400000,610,Kamothe,1,1,1,7213.11475409836
5700000,670,Kamothe,1,1,1,8507.462686567163
6350000,900,Kamothe,2,1,1,7055.555555555556
4500000,610,Kamothe,2,0,1,7377.049180327869
6700000,980,Kamothe,2,1,1,6836.734693877551
7600000,1098,Kamothe,2,1,1,6921.67577413479
9200000,1310,Kamothe,2,0,1,7022.900763358779
8000000,1109,Kamothe,2,0,1,7213.706041478809
4200000,650,Kamothe,1,1,1,6461.538461538462
9000000,1128,Kamothe,2,1,1,7978.723404255319
8500000,1258,Kamothe,2,0,1,6756.756756756757
6800000,1101,Kamothe,2,0,1,6176.203451407811
5500000,665,Kamothe,1,1,1,8270.676691729323
7700000,1125,Kamothe,2,1,1,6844.444444444444
4200000,555,Kamothe,1,1,1,7567.5675675675675
6800000,1000,Kamothe,2,0,1,6800.0
7200000,1012,Kamothe,2,0,1,7114.624505928854
10000000,1129,Kamothe,2,0,1,8857.395925597873
4925000,600,Kamothe,1,0,1,8208.333333333334
7000000,1012,Kamothe,2,0,1,6916.99604743083
12200000,1565,Kamothe,3,0,1,7795.52715654952
5200000,630,Kamothe,1,0,1,8253.968253968254
10400000,1129,Kamothe,2,0,1,9211.69176262179
5100000,605,Kamothe,1,0,1,8429.752066115703
5000000,600,Kamothe,1,0,1,8333.333333333334
7900000,1000,Kamothe,2,0,1,7900.0
9500000,1310,Kamothe,2,0,1,7251.908396946565
9500000,1225,Kamothe,2,0,1,7755.102040816327
9300000,1310,Kamothe,2,0,1,7099.236641221374
12500000,1540,Kamothe,3,0,1,8116.883116883117
12400000,1565,Kamothe,3,0,1,7923.32268370607
9800000,1225,Kamothe,2,0,1,8000.0
4800000,600,Kamothe,1,0,1,8000.0
4950000,635,Kamothe,1,0,1,7795.275590551181
5300000,650,Kamothe,1,0,1,8153.846153846154
8000000,1095,Kamothe,2,0,0,7305.936073059361
7700000,1110,Kamothe,2,1,0,6936.936936936937
4500000,610,Kamothe,1,1,1,7377.049180327869
8500000,1050,Kamothe,2,1,1,8095.238095238095
9100000,1168,Kamothe,2,1,0,7791.095890410959
9100000,1168,Kamothe,2,1,0,7791.095890410959
4500000,550,Kamothe,1,1,0,8181.818181818182
3200000,365,Kamothe,1,1,0,8767.123287671233
16000000,2000,Kamothe,3,1,1,8000.0
5400000,655,Kamothe,1,1,1,8244.274809160306
8500000,1045,Kamothe,2,1,0,8133.971291866029
5300000,660,Kamothe,1,1,0,8030.30303030303
10300000,1252,Kamothe,2,1,1,8226.837060702876
4250000,640,Kamothe,1,1,0,6640.625
4275000,660,Kamothe,1,1,0,6477.272727272727
4250000,650,Kamothe,1,1,0,6538.461538461538
4200000,640,Kamothe,1,1,0,6562.5
7800000,1103,Kamothe,2,0,0,7071.622846781505
7700000,1010,Kamothe,2,1,1,7623.762376237623
8600000,1177,Kamothe,2,1,0,7306.711979609176
8600000,1150,Kamothe,2,1,0,7478.260869565217
8200000,1109,Kamothe,2,1,1,7394.04869251578
18000000,2250,Kamothe,2,1,1,8000.0
17000000,2250,Kamothe,3,1,1,7555.555555555556
16000000,2200,Kamothe,3,1,1,7272.727272727273
9400000,1800,Kamothe,3,1,1,5222.222222222223
9600000,1500,Kamothe,3,1,1,6400.0
9500000,1400,Kamothe,3,1,1,6785.714285714285
8000000,930,Kamothe,2,1,1,8602.150537634408
7700000,1100,Kamothe,2,1,1,7000.0
7500000,950,Kamothe,2,1,1,7894.736842105263
8000000,1150,Kamothe,2,1,1,6956.521739130435
7500000,1110,Kamothe,2,1,1,6756.756756756757
8000000,1050,Kamothe,2,1,0,7619.047619047619
9400000,1245,Kamothe Sector 16,2,0,1,7550.2008032128515
9400000,1192,Kamothe Sector 16,2,1,1,7885.906040268456
27799999,1810,Kandivali East,3,1,1,15359.11546961326
25000000,1600,Kandivali East,3,1,1,15625.0
28000000,1890,Kandivali East,4,1,1,14814.814814814816
24500000,1350,Kandivali East,3,1,1,18148.14814814815
31500000,1786,Kandivali East,3,1,1,17637.178051511757
21000000,1350,Kandivali East,2,1,1,15555.555555555555
6100000,400,Kandivali East,1,0,0,15250.0
7000000,400,Kandivali East,1,1,1,17500.0
35000000,2450,Kandivali East,4,1,1,14285.714285714286
18000000,1165,Kandivali East,3,1,1,15450.643776824034
8200000,525,Kandivali East,1,1,1,15619.047619047618
12500000,745,Kandivali East,2,1,1,16778.523489932886
33000000,1667,Kandivali East,3,1,1,19796.04079184163
6400000,400,Kandivali East,1,1,1,16000.0
22000000,1530,Kandivali East,3,1,1,14379.084967320261
7700000,510,Kandivali East,1,1,1,15098.039215686274
16500000,860,Kandivali East,2,1,1,19186.04651162791
8300000,525,Kandivali East,1,1,1,15809.52380952381
15000000,1000,Kandivali East,2,1,1,15000.0
16500000,1065,Kandivali East,3,0,1,15492.957746478873
35500000,2400,Kandivali East,3,1,1,14791.666666666666
14500000,900,Kandivali East,2,1,1,16111.111111111111
41900000,2700,Kandivali East,5,1,1,15518.518518518518
14500000,1000,Kandivali East,2,1,1,14500.0
15500000,1000,Kandivali East,2,1,0,15500.0
8500000,525,Kandivali East,1,1,1,16190.47619047619
16000000,1000,Kandivali East,2,1,1,16000.0
16500000,1090,Kandivali East,2,1,1,15137.614678899083
13500000,860,Kandivali East,2,1,1,15697.67441860465
15500000,1000,Kandivali East,2,1,1,15500.0
27500000,1750,Kandivali East,3,1,1,15714.285714285714
16500000,1090,Kandivali East,2,1,1,15137.614678899083
14500000,995,Kandivali East,2,1,1,14572.86432160804
22500000,1655,Kandivali East,3,1,1,13595.166163141994
21800000,1100,Kandivali East,3,1,1,19818.18181818182
16000000,1000,Kandivali East,2,1,1,16000.0
8700000,525,Kandivali East,1,1,1,16571.428571428572
9500000,515,Kandivali East,1,1,0,18446.601941747573
19000000,1325,Kandivali East,3,0,0,14339.622641509433
9000000,525,Kandivali East,1,1,1,17142.85714285714
9500000,700,Kandivali East,1,1,1,13571.42857142857
17200000,1250,Kandivali East,3,1,1,13760.0
12500000,745,Kandivali East,2,1,1,16778.523489932886
6500000,465,Kandivali East,1,1,1,13978.494623655914
11500000,780,Kandivali East,2,1,1,14743.589743589744
6400000,365,Kandivali East,1,1,1,17534.246575342466
23500000,1325,Kandivali East,3,1,0,17735.849056603773
16399999,1065,Kandivali East,2,1,0,15399.060093896713
17500000,1120,Kandivali East,2,1,1,15625.0
14000000,1000,Kandivali East,2,1,1,14000.0
9600000,515,Kandivali East,1,1,1,18640.776699029127
10800000,550,Kandivali East,1,1,0,19636.363636363636
10000000,479,Kandivali East,1,1,1,20876.826722338206
17300000,845,Kandivali East,2,1,1,20473.37278106509
21600000,1202,Kandivali East,3,1,1,17970.049916805325
32700000,1763,Kandivali East,4,1,1,18547.929665343167
34500000,2465,Kandivali East,3,1,1,13995.943204868154
15500000,850,Kandivali East,2,1,0,18235.29411764706
25500000,1750,Kandivali East,3,1,1,14571.42857142857
27000000,1750,Kandivali East,3,1,1,15428.57142857143
25000000,1750,Kandivali East,3,1,1,14285.714285714286
16299999,1090,Kandivali East,2,1,1,14954.12752293578
12500000,800,Kandivali East,2,1,1,15625.0
21500000,1200,Kandivali East,3,1,0,17916.666666666668
21000000,1075,Kandivali East,2,0,0,19534.883720930233
10500000,645,Kandivali East,1,1,0,16279.06976744186
8500000,560,Kandivali East,1,1,0,15178.57142857143
8500000,570,Kandivali East,1,1,0,14912.280701754386
8000000,495,Kandivali East,1,1,0,16161.61616161616
9000000,650,Kandivali East,1,1,0,13846.153846153846
27500000,1350,Kandivali East,3,0,0,20370.37037037037
11000000,729,Kandivali East,2,1,1,15089.163237311386
7890000,534,Kandivali East,1,1,1,14775.280898876405
7909999,553,Kandivali East,1,1,1,14303.795660036167
7900000,564,Kandivali East,1,1,1,14007.09219858156
11299999,744,Kandivali East,1,1,1,15188.17069892473
5500000,393,Kandivali East,1,1,1,13994.910941475828
11299999,728,Kandivali East,2,1,1,15521.976648351649
7500000,553,Kandivali East,1,1,1,13562.386980108498
7900000,565,Kandivali East,1,1,1,13982.300884955752
7800000,450,Kandivali East,1,1,1,17333.333333333332
7800000,450,Kandivali East,1,1,1,17333.333333333332
5000000,300,Kandivali East,1,1,1,16666.666666666668
5040000,300,Kandivali East,1,1,1,16800.0
17500000,1200,Kandivali East,3,1,0,14583.333333333334
4700000,310,Kandivali East,1,1,1,15161.290322580646
26000000,1350,Kandivali East,3,1,1,19259.25925925926
36000000,1786,Kandivali East,3,1,1,20156.774916013437
21000000,1050,Kandivali East,2,1,0,20000.0
25200000,1750,Kandivali East,3,1,1,14400.0
25600000,1750,Kandivali East,3,1,1,14628.57142857143
15000000,1000,Kandivali East,2,1,1,15000.0
15500000,900,Kandivali East,2,1,0,17222.222222222223
9400000,680,Kandivali East,2,1,1,13823.529411764706
7500000,460,Kandivali East,1,1,1,16304.347826086956
22000000,1655,Kandivali East,3,1,1,13293.051359516616
34500000,2465,Kandivali East,4,1,1,13995.943204868154
34000000,2365,Kandivali East,4,1,1,14376.32135306554
14000000,1000,Kandivali East,2,1,1,14000.0
25000000,1600,Kandivali East,3,1,0,15625.0
6300000,365,Kandivali East,1,1,0,17260.27397260274
8600000,575,Kandivali East,1,1,0,14956.521739130434
9000000,535,Kandivali East,1,1,1,16822.429906542056
12500000,765,Kandivali East,2,1,1,16339.869281045752
18000000,1120,Kandivali East,2,1,1,16071.42857142857
25000000,1750,Kandivali East,3,1,1,14285.714285714286
9800000,660,Kandivali East,2,1,0,14848.484848484848
29000000,1475,Kandivali East,3,1,1,19661.01694915254
12500000,800,Kandivali West,2,1,1,15625.0
18000000,1500,Kandivali West,3,1,1,12000.0
13200000,1100,Kandivali West,2,1,1,12000.0
35300000,1962,Kandivali West,3,1,1,17991.845056065238
25000000,1440,Kandivali West,3,1,1,17361.11111111111
9000000,765,Kandivali West,1,1,1,11764.70588235294
13700000,1056,Kandivali West,2,1,1,12973.484848484848
15200000,1050,Kandivali West,2,1,1,14476.190476190477
8800000,600,Kandivali West,1,1,1,14666.666666666666
17500000,1500,Kandivali West,3,1,1,11666.666666666666
26500000,1500,Kandivali West,3,1,1,17666.666666666668
21000000,1129,Kandivali West,2,1,1,18600.531443755535
16500000,839,Kandivali West,2,1,1,19666.26936829559
8600000,650,Kandivali West,1,1,1,13230.76923076923
12800000,913,Kandivali West,2,1,1,14019.715224534502
8900000,562,Kandivali West,1,1,1,15836.298932384341
14500000,791,Kandivali West,2,1,1,18331.226295828066
19600000,1561,Kandivali West,3,1,1,12556.053811659192
19900000,1550,Kandivali West,3,1,1,12838.709677419354
40000000,2000,Kandivali West,4,1,1,20000.0
14200000,925,Kandivali West,2,1,1,15351.351351351352
9500000,665,Kandivali West,1,1,1,14285.714285714286
8500000,640,Kandivali West,1,0,0,13281.25
10200000,864,Kandivali West,2,1,0,11805.555555555555
16500000,840,Kandivali West,2,1,0,19642.85714285714
16500000,840,Kandivali West,2,0,0,19642.85714285714
12000000,680,Kandivali West,2,1,1,17647.058823529413
23600000,1242,Kandivali West,3,1,0,19001.610305958133
16900000,888,Kandivali West,2,1,0,19031.53153153153
16900000,888,Kandivali West,2,1,0,19031.53153153153
10000000,650,Kandivali West,1,1,1,15384.615384615385
22000000,1614,Kandivali West,3,0,0,13630.731102850063
9800000,580,Kandivali West,1,1,0,16896.55172413793
14500000,950,Kandivali West,2,1,0,15263.157894736842
8400000,605,Kandivali West,1,0,0,13884.297520661157
14000000,768,Kandivali West,2,1,1,18229.166666666668
5200000,340,Kandivali West,1,1,0,15294.117647058823
4100000,340,Kandivali West,1,0,0,12058.823529411764
4100000,350,Kandivali West,1,1,0,11714.285714285714
5200000,410,Kandivali West,1,0,0,12682.926829268292
4200000,350,Kandivali West,1,1,0,12000.0
4100000,340,Kandivali West,1,1,0,12058.823529411764
4200000,340,Kandivali West,1,1,0,12352.941176470587
17500000,980,Kandivali West,2,0,0,17857.14285714286
14000000,1050,Kandivali West,2,0,0,13333.333333333334
14500000,950,Kandivali West,2,1,0,15263.157894736842
20000000,1500,Kandivali West,3,1,1,13333.333333333334
20000000,1450,Kandivali West,3,1,0,13793.103448275862
10200000,720,Kandivali West,2,1,0,14166.666666666666
5800000,405,Kandivali West,1,1,1,14320.987654320988
6800000,565,Kandivali West,1,1,1,12035.398230088496
20000000,1000,Kandivali West,2,0,0,20000.0
22000000,1150,Kandivali West,3,1,0,19130.434782608696
9000000,520,Kandivali West,1,0,0,17307.69230769231
18700000,980,Kandivali West,2,1,0,19081.632653061224
14000000,1015,Kandivali West,2,1,0,13793.103448275862
9000000,520,Kandivali West,1,1,0,17307.69230769231
12500000,900,Kandivali West,2,1,0,13888.888888888889
17900000,1400,Kandivali West,3,1,0,12785.714285714286
12700000,1065,Kandivali West,2,1,0,11924.88262910798
12000000,975,Kandivali West,2,0,0,12307.692307692309
7000000,560,Kandivali West,1,0,0,12500.0
7000000,560,Kandivali West,1,1,0,12500.0
8500000,650,Kandivali West,1,0,0,13076.923076923076
8500000,650,Kandivali West,1,1,0,13076.923076923076
13700000,990,Kandivali West,2,0,0,13838.38383838384
13700000,990,Kandivali West,2,1,0,13838.38383838384
18800000,1450,Kandivali West,2,0,0,12965.51724137931
18800000,1450,Kandivali West,2,1,0,12965.51724137931
18200000,1500,Kandivali West,3,1,1,12133.333333333334
14600000,829,Kandivali West,2,1,1,17611.58021712907
9800000,720,Kandivali West,1,1,1,13611.111111111111
13899999,893,Kandivali West,2,1,1,15565.508398656215
12000000,610,Kandivali West,1,0,0,19672.131147540982
13000000,685,Kandivali West,2,1,0,18978.10218978102
14000000,850,Kandivali West,2,1,0,16470.58823529412
12500000,680,Kandivali West,2,1,1,18382.352941176472
17500000,1075,Kandivali West,2,1,0,16279.06976744186
13000000,800,Kandivali West,2,1,1,16250.0
10500000,575,Kandivali West,1,0,0,18260.869565217392
17000000,1100,Kandivali West,2,0,1,15454.545454545454
12000000,750,Kandivali West,1,1,0,16000.0
10000000,610,Kandivali West,1,1,1,16393.44262295082
5900000,350,Kandivali West,1,1,1,16857.14285714286
23000000,1300,Kanjurmarg,3,1,1,17692.30769230769
8500000,484,Kanjurmarg,1,1,1,17561.98347107438
10500000,620,Kanjurmarg,1,1,0,16935.483870967742
10600000,650,Kanjurmarg,1,1,0,16307.692307692309
10800000,650,Kanjurmarg,1,1,0,16615.384615384617
13899999,538,Kanjurmarg,2,0,0,25836.42936802974
28100000,1115,Kanjurmarg,3,0,0,25201.793721973096
