Price,Area,Location,bhk,Lift,Parking,price_per_sqft,location_n
5600000,1000,Kalyan West,3,0,0,5600.0,72
4400000,600,Kalyan West,2,1,1,7333.333333333333,72
4800000,610,Kalyan West,2,1,1,7868.852459016393,72
4380000,610,Kalyan West,2,0,1,7180.327868852459,72
4380000,610,Kalyan West,2,1,1,7180.327868852459,72
5060000,650,Kalyan West,2,1,1,7784.615384615385,72
3500000,450,Kalyan West,1,0,1,7777.777777777777,72
2700000,410,Kalyan West,1,1,1,6585.365853658536,72
3500000,565,Kalyan West,1,1,1,6194.690265486725,72
5500000,980,Kalyan West,2,1,0,5612.244897959184,72
3890000,650,Kalyan West,1,1,0,5984.615384615385,72
7700000,999,Kalyan West,2,1,1,7707.707707707707,72
4700000,695,Kalyan West,1,1,1,6762.589928057554,72
4700000,695,Kalyan West,1,1,1,6762.589928057554,72
6900000,1130,Kalyan West,2,1,0,6106.194690265486,72
5500000,800,Kalyan West,2,1,1,6875.0,72
4200000,655,Kalyan West,1,1,1,6412.213740458015,72
6800000,900,Kalyan West,2,1,0,7555.555555555556,72
4300000,657,Kalyan West,1,1,0,6544.90106544901,72
4100000,640,Kalyan West,1,1,1,6406.25,72
10000000,1300,Kalyan West,3,1,0,7692.307692307692,72
6299000,759,Kalyan West,1,1,0,8299.077733860342,72
4200000,685,Kalyan West,1,1,0,6131.386861313868,72
5300000,695,Kalyan West,1,1,0,7625.89928057554,72
7500000,970,Kalyan West,2,1,0,7731.958762886598,72
7300000,970,Kalyan West,2,1,0,7525.773195876289,72
7600000,920,Kalyan West,2,1,1,8260.869565217392,72
4300000,635,Kalyan West,1,1,0,6771.653543307087,72
6000000,950,Kalyan West,2,1,0,6315.789473684211,72
6600000,975,Kalyan West,2,1,1,6769.2307692307695,72
5000000,625,Kalyan West,1,1,0,8000.0,72
8000000,955,Kalyan West,2,1,1,8376.96335078534,72
3599000,620,Kalyan West,1,1,1,5804.8387096774195,72
12000000,1560,Kalyan West,3,1,0,7692.307692307692,72
4000000,665,Kalyan West,1,0,0,6015.037593984963,72
4000000,665,Kalyan West,1,1,0,6015.037593984963,72
5500000,695,Kalyan West,1,1,1,7913.669064748202,72
3900000,695,Kalyan West,1,1,0,5611.510791366906,72
8000000,1140,Kalyan West,2,1,0,7017.543859649123,72
4500000,700,Kalyan West,1,1,1,6428.571428571428,72
8000000,1095,Kalyan West,2,1,0,7305.936073059361,72
9900000,1495,Kalyan West,3,1,0,6622.0735785953175,72
6000000,945,Kalyan West,2,1,0,6349.206349206349,72
2500000,421,Kalyan West,1,0,0,5938.242280285036,72
4500000,585,Kalyan West,1,1,0,7692.307692307692,72
3800000,595,Kalyan West,1,0,0,6386.55462184874,72
3500000,550,Kalyan West,1,1,0,6363.636363636364,72
5200000,880,Kalyan West,2,1,0,5909.090909090909,72
5200000,695,Kalyan West,1,1,1,7482.014388489209,72
4000000,665,Kalyan West,1,1,0,6015.037593984963,72
8300000,1120,Kalyan West,2,1,1,7410.714285714285,72
2350000,390,Kalyan West,1,0,0,6025.641025641025,72
2500000,390,Kalyan West,1,0,0,6410.25641025641,72
4000000,665,Kalyan West,1,1,0,6015.037593984963,72
4000000,665,Kalyan West,1,0,0,6015.037593984963,72
2350000,390,Kalyan West,1,0,0,6025.641025641025,72
9100000,1110,Kalyan West,2,1,1,8198.198198198199,72
5100000,760,Kalyan West,1,0,0,6710.526315789473,72
5100000,760,Kalyan West,1,1,0,6710.526315789473,72
9000000,1200,Kalyan West,2,1,0,7500.0,72
4600000,695,Kalyan West,1,0,0,6618.705035971223,72
4800000,800,Kalyan West,2,1,0,6000.0,72
3200000,580,Kalyan West,1,1,0,5517.241379310345,72
3200000,577,Kalyan West,1,1,0,5545.927209705373,72
3800000,650,Kalyan West,1,1,0,5846.153846153846,72
5675000,982,Kalyan West,2,1,0,5779.022403258656,72
5650000,1000,Kalyan West,2,1,0,5650.0,72
3200000,577,Kalyan West,1,1,0,5545.927209705373,72
3250000,585,Kalyan West,1,1,1,5555.555555555556,72
3550000,585,Kalyan West,1,1,1,6068.376068376068,72
6800000,966,Kalyan West,2,1,1,7039.337474120083,72
3599000,607,Kalyan West,1,1,0,5929.159802306425,72
3600000,605,Kalyan West,1,1,0,5950.413223140496,72
7700000,950,Kalyan West,2,1,0,8105.263157894737,72
3500000,607,Kalyan West,1,1,0,5766.062602965404,72
3450000,625,Kalyan West,1,1,1,5520.0,72
3550000,607,Kalyan West,1,1,1,5848.434925864909,72
4800000,800,Kalyan West,2,1,1,6000.0,72
8500000,1045,Kalyan West,2,1,1,8133.971291866029,72
8500000,1045,Kalyan West,2,1,1,8133.971291866029,72
3250000,600,Kalyan West,1,1,0,5416.666666666667,72
3250000,600,Kalyan West,1,1,0,5416.666666666667,72
4000000,565,Kalyan West,1,1,1,7079.646017699115,72
6000000,900,Kalyan West,2,1,0,6666.666666666667,72
6000000,900,Kalyan West,2,1,0,6666.666666666667,72
8500000,1050,Kalyan West,2,1,1,8095.238095238095,72
3200000,585,Kalyan West,1,1,0,5470.08547008547,72
7500000,1050,Kalyan West,2,1,0,7142.857142857143,72
5300000,933,Kalyan West,2,1,0,5680.600214362272,72
10200000,1500,Kalyan West,3,1,0,6800.0,72
3700000,607,Kalyan West,1,1,0,6095.551894563427,72
8500000,1115,Kalyan West,2,1,0,7623.318385650225,72
6200000,880,Kalyan West,2,1,0,7045.454545454545,72
4200000,635,Kalyan West,1,1,1,6614.173228346457,72
4600000,700,Kalyan West,1,1,1,6571.428571428572,72
7000000,947,Kalyan West,2,1,1,7391.763463569166,72
8500000,1300,Kalyan West,3,1,0,6538.461538461538,72
4000000,740,Kalyan West,1,0,0,5405.405405405405,72
4500000,735,Kalyan West,1,0,0,6122.448979591837,72
4500000,725,Kalyan West,1,1,0,6206.896551724138,72
5800000,868,Kalyan West,2,1,1,6682.027649769585,72
4400000,676,Kalyan West,1,1,1,6508.87573964497,72
7400000,977,Kalyan West,2,1,0,7574.206755373592,72
4000000,720,Kalyan West,1,1,1,5555.555555555556,72
4300000,595,Kalyan West,1,1,1,7226.890756302521,72
3200000,390,Kalyan West,1,1,0,8205.128205128205,72
11000000,1545,Kalyan West,3,1,1,7119.741100323625,72
2300000,350,Kalyan West,1,1,0,6571.428571428572,72
3900000,650,Kalyan West,1,1,0,6000.0,72
4200000,555,Kalyan West,1,1,0,7567.5675675675675,72
5599000,950,Kalyan West,2,1,0,5893.684210526316,72
5200000,950,Kalyan West,2,1,0,5473.684210526316,72
7998999,1060,Kalyan West,2,1,0,7546.225471698113,72
3300000,600,Kalyan West,1,1,0,5500.0,72
6000000,982,Kalyan West,2,1,0,6109.979633401222,72
5299000,860,Kalyan West,2,1,1,6161.627906976744,72
10100000,1431,Kalyan West,3,1,1,7058.001397624039,72
7998999,1080,Kalyan West,2,1,0,7406.480555555556,72
3300000,607,Kalyan West,1,1,0,5436.5733113673805,72
3999000,688,Kalyan West,1,1,0,5812.5,72
4999000,768,Kalyan West,1,1,0,6509.114583333333,72
4499000,810,Kalyan West,2,1,1,5554.320987654321,72
4099000,565,Kalyan West,1,1,1,7254.867256637168,72
3699000,650,Kalyan West,1,1,0,5690.7692307692305,72
4200000,650,Kalyan West,1,1,1,6461.538461538462,72
4500000,810,Kalyan West,2,1,1,5555.555555555556,72
4100000,650,Kalyan West,1,0,0,6307.692307692308,72
4100000,650,Kalyan West,1,1,0,6307.692307692308,72
6300000,964,Kalyan West,2,1,0,6535.269709543569,72
4999000,750,Kalyan West,1,1,0,6665.333333333333,72
3250000,600,Kalyan West,1,1,0,5416.666666666667,72
5500000,966,Kalyan West,2,1,1,5693.581780538302,72
4250000,635,Kalyan West,1,1,0,6692.913385826771,72
4000000,620,Kamothe,1,1,1,6451.612903225807,73
6400000,980,Kamothe,2,1,1,6530.6122448979595,73
6900000,950,Kamothe,2,1,1,7263.1578947368425,73
5425000,619,Kamothe,1,1,1,8764.135702746365,73
5700000,710,Kamothe,1,0,1,8028.169014084507,73
7100000,887,Kamothe,2,1,1,8004.509582863585,73
7800000,1005,Kamothe,2,1,1,7761.194029850746,73
5900000,950,Kamothe,2,1,1,6210.526315789473,73
5000000,650,Kamothe,1,1,1,7692.307692307692,73
4050000,638,Kamothe,1,1,1,6347.962382445141,73
5050000,675,Kamothe,2,0,1,7481.481481481482,73
6800000,1006,Kamothe,2,1,1,6759.4433399602385,73
3000000,420,Kamothe,1,1,1,7142.857142857143,73
5200000,850,Kamothe,1,1,1,6117.64705882353,73
6700000,1005,Kamothe,2,1,1,6666.666666666667,73
6900000,900,Kamothe,2,1,1,7666.666666666667,73
7950000,940,Kamothe,2,1,1,8457.446808510638,73
5460000,620,Kamothe,1,1,1,8806.451612903225,73
4950000,650,Kamothe,2,1,1,7615.384615384615,73
7000000,1000,Kamothe,2,1,1,7000.0,73
8575000,1100,Kamothe,2,1,1,7795.454545454545,73
4800000,600,Kamothe,1,1,1,8000.0,73
7900000,940,Kamothe,2,1,1,8404.255319148937,73
8725000,1175,Kamothe,2,1,1,7425.531914893617,73
6500000,1255,Kamothe,2,1,1,5179.282868525896,73
9350000,1236,Kamothe,2,0,1,7564.724919093851,73
10000000,1700,Kamothe,3,1,1,5882.35294117647,73
7000000,1003,Kamothe,2,1,1,6979.062811565304,73
5800000,1000,Kamothe,2,1,1,5800.0,73
4800000,653,Kamothe,1,0,1,7350.689127105667,73
11000000,1575,Kamothe,3,0,1,6984.126984126984,73
8500000,1089,Kamothe,2,0,1,7805.325987144169,73
6200000,900,Kamothe,2,0,1,6888.888888888889,73
7900000,1065,Kamothe,2,0,1,7417.840375586855,73
4400000,610,Kamothe,1,1,1,7213.11475409836,73
5700000,670,Kamothe,1,1,1,8507.462686567163,73
6350000,900,Kamothe,2,1,1,7055.555555555556,73
4500000,610,Kamothe,2,0,1,7377.049180327869,73
6700000,980,Kamothe,2,1,1,6836.734693877551,73
7600000,1098,Kamothe,2,1,1,6921.67577413479,73
9200000,1310,Kamothe,2,0,1,7022.900763358779,73
8000000,1109,Kamothe,2,0,1,7213.706041478809,73
4200000,650,Kamothe,1,1,1,6461.538461538462,73
9000000,1128,Kamothe,2,1,1,7978.723404255319,73
8500000,1258,Kamothe,2,0,1,6756.756756756757,73
6800000,1101,Kamothe,2,0,1,6176.203451407811,73
5500000,665,Kamothe,1,1,1,8270.676691729323,73
7700000,1125,Kamothe,2,1,1,6844.444444444444,73
4200000,555,Kamothe,1,1,1,7567.5675675675675,73
6800000,1000,Kamothe,2,0,1,6800.0,73
7200000,1012,Kamothe,2,0,1,7114.624505928854,73
10000000,1129,Kamothe,2,0,1,8857.395925597873,73
4925000,600,Kamothe,1,0,1,8208.333333333334,73
7000000,1012,Kamothe,2,0,1,6916.99604743083,73
12200000,1565,Kamothe,3,0,1,7795.52715654952,73
5200000,630,Kamothe,1,0,1,8253.968253968254,73
10400000,1129,Kamothe,2,0,1,9211.69176262179,73
5100000,605,Kamothe,1,0,1,8429.752066115703,73
5000000,600,Kamothe,1,0,1,8333.333333333334,73
7900000,1000,Kamothe,2,0,1,7900.0,73
9500000,1310,Kamothe,2,0,1,7251.908396946565,73
9500000,1225,Kamothe,2,0,1,7755.102040816327,73
9300000,1310,Kamothe,2,0,1,7099.236641221374,73
12500000,1540,Kamothe,3,0,1,8116.883116883117,73
12400000,1565,Kamothe,3,0,1,7923.32268370607,73
9800000,1225,Kamothe,2,0,1,8000.0,73
4800000,600,Kamothe,1,0,1,8000.0,73
4950000,635,Kamothe,1,0,1,7795.275590551181,73
5300000,650,Kamothe,1,0,1,8153.846153846154,73
8000000,1095,Kamothe,2,0,0,7305.936073059361,73
7700000,1110,Kamothe,2,1,0,6936.936936936937,73
4500000,610,Kamothe,1,1,1,7377.049180327869,73
8500000,1050,Kamothe,2,1,1,8095.238095238095,73
9100000,1168,Kamothe,2,1,0,7791.095890410959,73
9100000,1168,Kamothe,2,1,0,7791.095890410959,73
4500000,550,Kamothe,1,1,0,8181.818181818182,73
3200000,365,Kamothe,1,1,0,8767.123287671233,73
16000000,2000,Kamothe,3,1,1,8000.0,73
5400000,655,Kamothe,1,1,1,8244.274809160306,73
8500000,1045,Kamothe,2,1,0,8133.971291866029,73
5300000,660,Kamothe,1,1,0,8030.30303030303,73
10300000,1252,Kamothe,2,1,1,8226.837060702876,73
4250000,640,Kamothe,1,1,0,6640.625,73
4275000,660,Kamothe,1,1,0,6477.272727272727,73
4250000,650,Kamothe,1,1,0,6538.461538461538,73
4200000,640,Kamothe,1,1,0,6562.5,73
7800000,1103,Kamothe,2,0,0,7071.622846781505,73
7700000,1010,Kamothe,2,1,1,7623.762376237623,73
8600000,1177,Kamothe,2,1,0,7306.711979609176,73
8600000,1150,Kamothe,2,1,0,7478.260869565217,73
8200000,1109,Kamothe,2,1,1,7394.04869251578,73
18000000,2250,Kamothe,2,1,1,8000.0,73
17000000,2250,Kamothe,3,1,1,7555.555555555556,73
16000000,2200,Kamothe,3,1,1,7272.727272727273,73
9400000,1800,Kamothe,3,1,1,5222.222222222223,73
9600000,1500,Kamothe,3,1,1,6400.0,73
9500000,1400,Kamothe,3,1,1,6785.714285714285,73
8000000,930,Kamothe,2,1,1,8602.150537634408,73
7700000,1100,Kamothe,2,1,1,7000.0,73
7500000,950,Kamothe,2,1,1,7894.736842105263,73
8000000,1150,Kamothe,2,1,1,6956.521739130435,73
7500000,1110,Kamothe,2,1,1,6756.756756756757,73
8000000,1050,Kamothe,2,1,0,7619.047619047619,73
9400000,1245,Kamothe Sector 16,2,0,1,7550.2008032128515,74
9400000,1192,Kamothe Sector 16,2,1,1,7885.906040268456,74
27799999,1810,Kandivali East,3,1,1,15359.11546961326,75
25000000,1600,Kandivali East,3,1,1,15625.0,75
28000000,1890,Kandivali East,4,1,1,14814.814814814816,75
24500000,1350,Kandivali East,3,1,1,18148.14814814815,75
31500000,1786,Kandivali East,3,1,1,17637.178051511757,75
21000000,1350,Kandivali East,2,1,1,15555.555555555555,75
6100000,400,Kandivali East,1,0,0,15250.0,75
7000000,400,Kandivali East,1,1,1,17500.0,75
35000000,2450,Kandivali East,4,1,1,14285.714285714286,75
18000000,1165,Kandivali East,3,1,1,15450.643776824034,75
8200000,525,Kandivali East,1,1,1,15619.047619047618,75
12500000,745,Kandivali East,2,1,1,16778.523489932886,75
33000000,1667,Kandivali East,3,1,1,19796.04079184163,75
6400000,400,Kandivali East,1,1,1,16000.0,75
22000000,1530,Kandivali East,3,1,1,14379.084967320261,75
7700000,510,Kandivali East,1,1,1,15098.039215686274,75
16500000,860,Kandivali East,2,1,1,19186.04651162791,75
8300000,525,Kandivali East,1,1,1,15809.52380952381,75
15000000,1000,Kandivali East,2,1,1,15000.0,75
16500000,1065,Kandivali East,3,0,1,15492.957746478873,75
35500000,2400,Kandivali East,3,1,1,14791.666666666666,75
14500000,900,Kandivali East,2,1,1,16111.111111111111,75
41900000,2700,Kandivali East,5,1,1,15518.518518518518,75
14500000,1000,Kandivali East,2,1,1,14500.0,75
15500000,1000,Kandivali East,2,1,0,15500.0,75
8500000,525,Kandivali East,1,1,1,16190.47619047619,75
16000000,1000,Kandivali East,2,1,1,16000.0,75
16500000,1090,Kandivali East,2,1,1,15137.614678899083,75
13500000,860,Kandivali East,2,1,1,15697.67441860465,75
15500000,1000,Kandivali East,2,1,1,15500.0,75
27500000,1750,Kandivali East,3,1,1,15714.285714285714,75
16500000,1090,Kandivali East,2,1,1,15137.614678899083,75
14500000,995,Kandivali East,2,1,1,14572.86432160804,75
22500000,1655,Kandivali East,3,1,1,13595.166163141994,75
21800000,1100,Kandivali East,3,1,1,19818.18181818182,75
16000000,1000,Kandivali East,2,1,1,16000.0,75
8700000,525,Kandivali East,1,1,1,16571.428571428572,75
9500000,515,Kandivali East,1,1,0,18446.601941747573,75
19000000,1325,Kandivali East,3,0,0,14339.622641509433,75
9000000,525,Kandivali East,1,1,1,17142.85714285714,75
9500000,700,Kandivali East,1,1,1,13571.42857142857,75
17200000,1250,Kandivali East,3,1,1,13760.0,75
12500000,745,Kandivali East,2,1,1,16778.523489932886,75
6500000,465,Kandivali East,1,1,1,13978.494623655914,75
11500000,780,Kandivali East,2,1,1,14743.589743589744,75
6400000,365,Kandivali East,1,1,1,17534.246575342466,75
23500000,1325,Kandivali East,3,1,0,17735.849056603773,75
16399999,1065,Kandivali East,2,1,0,15399.060093896713,75
17500000,1120,Kandivali East,2,1,1,15625.0,75
14000000,1000,Kandivali East,2,1,1,14000.0,75
9600000,515,Kandivali East,1,1,1,18640.776699029127,75
10800000,550,Kandivali East,1,1,0,19636.363636363636,75
10000000,479,Kandivali East,1,1,1,20876.826722338206,75
17300000,845,Kandivali East,2,1,1,20473.37278106509,75
21600000,1202,Kandivali East,3,1,1,17970.049916805325,75
32700000,1763,Kandivali East,4,1,1,18547.929665343167,75
34500000,2465,Kandivali East,3,1,1,13995.943204868154,75
15500000,850,Kandivali East,2,1,0,18235.29411764706,75
25500000,1750,Kandivali East,3,1,1,14571.42857142857,75
27000000,1750,Kandivali East,3,1,1,15428.57142857143,75
25000000,1750,Kandivali East,3,1,1,14285.714285714286,75
16299999,1090,Kandivali East,2,1,1,14954.12752293578,75
12500000,800,Kandivali East,2,1,1,15625.0,75
21500000,1200,Kandivali East,3,1,0,17916.666666666668,75
21000000,1075,Kandivali East,2,0,0,19534.883720930233,75
10500000,645,Kandivali East,1,1,0,16279.06976744186,75
8500000,560,Kandivali East,1,1,0,15178.57142857143,75
8500000,570,Kandivali East,1,1,0,14912.280701754386,75
8000000,495,Kandivali East,1,1,0,16161.61616161616,75
9000000,650,Kandivali East,1,1,0,13846.153846153846,75
27500000,1350,Kandivali East,3,0,0,20370.37037037037,75
11000000,729,Kandivali East,2,1,1,15089.163237311386,75
7890000,534,Kandivali East,1,1,1,14775.280898876405,75
7909999,553,Kandivali East,1,1,1,14303.795660036167,75
7900000,564,Kandivali East,1,1,1,14007.09219858156,75
11299999,744,Kandivali East,1,1,1,15188.17069892473,75
5500000,393,Kandivali East,1,1,1,13994.910941475828,75
11299999,728,Kandivali East,2,1,1,15521.976648351649,75
7500000,553,Kandivali East,1,1,1,13562.386980108498,75
7900000,565,Kandivali East,1,1,1,13982.300884955752,75
7800000,450,Kandivali East,1,1,1,17333.333333333332,75
7800000,450,Kandivali East,1,1,1,17333.333333333332,75
5000000,300,Kandivali East,1,1,1,16666.666666666668,75
5040000,300,Kandivali East,1,1,1,16800.0,75
17500000,1200,Kandivali East,3,1,0,14583.333333333334,75
4700000,310,Kandivali East,1,1,1,15161.290322580646,75
26000000,1350,Kandivali East,3,1,1,19259.25925925926,75
36000000,1786,Kandivali East,3,1,1,20156.774916013437,75
21000000,1050,Kandivali East,2,1,0,20000.0,75
25200000,1750,Kandivali East,3,1,1,14400.0,75
25600000,1750,Kandivali East,3,1,1,14628.57142857143,75
15000000,1000,Kandivali East,2,1,1,15000.0,75
15500000,900,Kandivali East,2,1,0,17222.222222222223,75
9400000,680,Kandivali East,2,1,1,13823.529411764706,75
7500000,460,Kandivali East,1,1,1,16304.347826086956,75
22000000,1655,Kandivali East,3,1,1,13293.051359516616,75
34500000,2465,Kandivali East,4,1,1,13995.943204868154,75
34000000,2365,Kandivali East,4,1,1,14376.32135306554,75
14000000,1000,Kandivali East,2,1,1,14000.0,75
25000000,1600,Kandivali East,3,1,0,15625.0,75
6300000,365,Kandivali East,1,1,0,17260.27397260274,75
8600000,575,Kandivali East,1,1,0,14956.521739130434,75
9000000,535,Kandivali East,1,1,1,16822.429906542056,75
12500000,765,Kandivali East,2,1,1,16339.869281045752,75
18000000,1120,Kandivali East,2,1,1,16071.42857142857,75
25000000,1750,Kandivali East,3,1,1,14285.714285714286,75
9800000,660,Kandivali East,2,1,0,14848.484848484848,75
29000000,1475,Kandivali East,3,1,1,19661.01694915254,75
12500000,800,Kandivali West,2,1,1,15625.0,76
18000000,1500,Kandivali West,3,1,1,12000.0,76
13200000,1100,Kandivali West,2,1,1,12000.0,76
35300000,1962,Kandivali West,3,1,1,17991.845056065238,76
25000000,1440,Kandivali West,3,1,1,17361.11111111111,76
9000000,765,Kandivali West,1,1,1,11764.70588235294,76
13700000,1056,Kandivali West,2,1,1,12973.484848484848,76
15200000,1050,Kandivali West,2,1,1,14476.190476190477,76
8800000,600,Kandivali West,1,1,1,14666.666666666666,76
17500000,1500,Kandivali West,3,1,1,11666.666666666666,76
26500000,1500,Kandivali West,3,1,1,17666.666666666668,76
21000000,1129,Kandivali West,2,1,1,18600.531443755535,76
16500000,839,Kandivali West,2,1,1,19666.26936829559,76
8600000,650,Kandivali West,1,1,1,13230.76923076923,76
12800000,913,Kandivali West,2,1,1,14019.715224534502,76
8900000,562,Kandivali West,1,1,1,15836.298932384341,76
14500000,791,Kandivali West,2,1,1,18331.226295828066,76
19600000,1561,Kandivali West,3,1,1,12556.053811659192,76
19900000,1550,Kandivali West,3,1,1,12838.709677419354,76
40000000,2000,Kandivali West,4,1,1,20000.0,76
14200000,925,Kandivali West,2,1,1,15351.351351351352,76
9500000,665,Kandivali West,1,1,1,14285.714285714286,76
8500000,640,Kandivali West,1,0,0,13281.25,76
10200000,864,Kandivali West,2,1,0,11805.555555555555,76
16500000,840,Kandivali West,2,1,0,19642.85714285714,76
16500000,840,Kandivali West,2,0,0,19642.85714285714,76
12000000,680,Kandivali West,2,1,1,17647.058823529413,76
23600000,1242,Kandivali West,3,1,0,19001.610305958133,76
16900000,888,Kandivali West,2,1,0,19031.53153153153,76
16900000,888,Kandivali West,2,1,0,19031.53153153153,76
10000000,650,Kandivali West,1,1,1,15384.615384615385,76
22000000,1614,Kandivali West,3,0,0,13630.731102850063,76
9800000,580,Kandivali West,1,1,0,16896.55172413793,76
14500000,950,Kandivali West,2,1,0,15263.157894736842,76
8400000,605,Kandivali West,1,0,0,13884.297520661157,76
14000000,768,Kandivali West,2,1,1,18229.166666666668,76
5200000,340,Kandivali West,1,1,0,15294.117647058823,76
4100000,340,Kandivali West,1,0,0,12058.823529411764,76
4100000,350,Kandivali West,1,1,0,11714.285714285714,76
5200000,410,Kandivali West,1,0,0,12682.926829268292,76
4200000,350,Kandivali West,1,1,0,12000.0,76
4100000,340,Kandivali West,1,1,0,12058.823529411764,76
4200000,340,Kandivali West,1,1,0,12352.941176470587,76
17500000,980,Kandivali West,2,0,0,17857.14285714286,76
14000000,1050,Kandivali West,2,0,0,13333.333333333334,76
14500000,950,Kandivali West,2,1,0,15263.157894736842,76
20000000,1500,Kandivali West,3,1,1,13333.333333333334,76
20000000,1450,Kandivali West,3,1,0,13793.103448275862,76
10200000,720,Kandivali West,2,1,0,14166.666666666666,76
5800000,405,Kandivali West,1,1,1,14320.987654320988,76
6800000,565,Kandivali West,1,1,1,12035.398230088496,76
20000000,1000,Kandivali West,2,0,0,20000.0,76
22000000,1150,Kandivali West,3,1,0,19130.434782608696,76
9000000,520,Kandivali West,1,0,0,17307.69230769231,76
18700000,980,Kandivali West,2,1,0,19081.632653061224,76
14000000,1015,Kandivali West,2,1,0,13793.103448275862,76
9000000,520,Kandivali West,1,1,0,17307.69230769231,76
12500000,900,Kandivali West,2,1,0,13888.888888888889,76
17900000,1400,Kandivali West,3,1,0,12785.714285714286,76
12700000,1065,Kandivali West,2,1,0,11924.88262910798,76
12000000,975,Kandivali West,2,0,0,12307.692307692309,76
7000000,560,Kandivali West,1,0,0,12500.0,76
7000000,560,Kandivali West,1,1,0,12500.0,76
8500000,650,Kandivali West,1,0,0,13076.923076923076,76
8500000,650,Kandivali West,1,1,0,13076.923076923076,76
13700000,990,Kandivali West,2,0,0,13838.38383838384,76
13700000,990,Kandivali West,2,1,0,13838.38383838384,76
18800000,1450,Kandivali West,2,0,0,12965.51724137931,76
18800000,1450,Kandivali West,2,1,0,12965.51724137931,76
18200000,1500,Kandivali West,3,1,1,12133.333333333334,76
14600000,829,Kandivali West,2,1,1,17611.58021712907,76
9800000,720,Kandivali West,1,1,1,13611.111111111111,76
13899999,893,Kandivali West,2,1,1,15565.508398656215,76
12000000,610,Kandivali West,1,0,0,19672.131147540982,76
13000000,685,Kandivali West,2,1,0,18978.10218978102,76
14000000,850,Kandivali West,2,1,0,16470.58823529412,76
12500000,680,Kandivali West,2,1,1,18382.352941176472,76
17500000,1075,Kandivali West,2,1,0,16279.06976744186,76
13000000,800,Kandivali West,2,1,1,16250.0,76
10500000,575,Kandivali West,1,0,0,18260.869565217392,76
17000000,1100,Kandivali West,2,0,1,15454.545454545454,76
12000000,750,Kandivali West,1,1,0,16000.0,76
10000000,610,Kandivali West,1,1,1,16393.44262295082,76
5900000,350,Kandivali West,1,1,1,16857.14285714286,76
23000000,1300,Kanjurmarg,3,1,1,17692.30769230769,77
8500000,484,Kanjurmarg,1,1,1,17561.98347107438,77
10500000,620,Kanjurmarg,1,1,0,16935.483870967742,77
10600000,650,Kanjurmarg,1,1,0,16307.692307692309,77
10800000,650,Kanjurmarg,1,1,0,16615.384615384617,77
13899999,538,Kanjurmarg,2,0,0,25836.42936802974,77
28100000,1115,Kanjurmarg,3,0,0,25201.793721973096,77
26500000,1052,Kanjurmarg,3,0,0,25190.114068441064,77
17500000,694,Kanjurmarg,2,0,0,25216.138328530258,77
23400000,929,Kanjurmarg,3,0,0,25188.374596340152,77
16500000,656,Kanjurmarg,2,0,0,25152.439024390245,77
19000000,753,Kanjurmarg,2,0,0,25232.403718459496,77
16500000,653,Kanjurmarg,2,0,0,25267.993874425727,77
19000000,752,Kanjurmarg,2,0,0,25265.957446808512,77
16399999,652,Kanjurmarg,2,0,0,25153.372699386502,77
17100000,678,Kanjurmarg,2,0,0,25221.2389380531,77
23800000,944,Kanjurmarg,3,0,0,25211.86440677966,77
23800000,943,Kanjurmarg,3,0,0,25238.600212089077,77
17100000,677,Kanjurmarg,2,0,0,25258.493353028065,77
18900000,749,Kanjurmarg,2,0,0,25233.644859813085,77
16399999,649,Kanjurmarg,2,0,0,25269.64406779661,77
19000000,1150,Kanjurmarg,2,1,0,16521.739130434784,77
10900000,500,Kanjurmarg East,1,1,0,21800.0,78
11900000,500,Kanjurmarg East,1,1,0,23800.0,78
16900000,723,Kanjurmarg East,2,1,0,23374.827109266942,78
7000000,400,Kannamwar Nagar II,1,1,1,17500.0,79
13200000,1120,Kapur Bawdi,2,1,1,11785.714285714286,80
4700000,650,Karanjade,1,1,1,7230.7692307692305,81
4100000,690,Karanjade,1,1,1,5942.028985507246,81
4000000,670,Karanjade,1,1,1,5970.149253731343,81
4300000,654,Karanjade,1,1,1,6574.923547400612,81
3950000,630,Karanjade,1,1,1,6269.841269841269,81
3850000,635,Karanjade,1,1,1,6062.992125984252,81
3300000,625,Karanjade,1,1,1,5280.0,81
2850000,530,Karanjade,1,1,1,5377.358490566037,81
2100000,395,Karanjade,1,1,1,5316.455696202532,81
6300000,1090,Karanjade,2,1,1,5779.816513761468,81
6400000,1010,Karanjade,2,1,1,6336.633663366337,81
6000000,1010,Karanjade,2,1,1,5940.59405940594,81
5900000,1015,Karanjade,2,1,1,5812.8078817733995,81
2700000,585,Karanjade,1,1,1,4615.384615384615,81
3700000,640,Karanjade,1,0,0,5781.25,81
3800000,685,Karanjade,1,1,0,5547.445255474453,81
3800000,685,Karanjade,1,0,0,5547.445255474453,81
7700000,984,Karanjade,2,1,0,7825.20325203252,81
4000000,690,Karanjade,1,1,0,5797.101449275362,81
4000000,640,Karanjade,1,0,0,6250.0,81
3900000,640,Karanjade,1,1,0,6093.75,81
3900000,640,Karanjade,1,0,0,6093.75,81
5750000,975,Karanjade,2,0,0,5897.4358974358975,81
3800000,650,Karanjade,1,0,0,5846.153846153846,81
4200000,680,Karanjade,1,0,0,6176.470588235294,81
6100000,1035,Karanjade,2,1,0,5893.719806763285,81
3200000,620,Karanjade,1,1,0,5161.290322580645,81
